,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct,year
752,61541721,06/20/2024 01:45:23 PM,06/21/2024 01:21:06 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,918 ROSSVILLE AVENUE,ROSSVILLE AVENUE,BALSAM PLACE,WOOD COURT,BALSAM PLACE,WOOD COURT,ADDRESS,STATEN ISLAND,ROSSVILLE AVENUE,,Closed,,The Department of Sanitation removed the items.,06/21/2024 09:42:35 AM,03 STATEN ISLAND,5070550128.0,STATEN ISLAND,925612.0,139473.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.54930295823403,-74.21099839661927,"(40.54930295823403, -74.21099839661927)",10696.0,15.0,1.0,9.0,77.0,77.0,2024
755,61546127,06/20/2024 01:28:19 PM,06/27/2024 01:45:29 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11236.0,1528 EAST   96 STREET,EAST   96 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   96 STREET,,Closed,,The Department of Sanitation cleaned the location.,06/24/2024 12:24:25 PM,18 BROOKLYN,3082790066.0,BROOKLYN,1013877.0,170918.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63575746018967,-73.89325448183489,"(40.63575746018967, -73.89325448183489)",13827.0,5.0,2.0,8.0,42.0,42.0,2024
769,61546159,06/20/2024 10:38:01 AM,06/22/2024 01:02:50 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11429.0,HOLLIS AVENUE,HOLLIS AVENUE,HOLLIS AVENUE,ROBARD LANE,HOLLIS AVENUE,ROBARD LANE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,06/20/2024 10:33:17 PM,13 QUEENS,,QUEENS,1056345.0,198394.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71092872146416,-73.73994983072312,"(40.710928721464164, -73.73994983072312)",24338.0,63.0,3.0,6.0,63.0,63.0,2024
773,61541756,06/20/2024 09:38:49 AM,06/22/2024 11:47:58 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11221.0,1073 BUSHWICK AVENUE,BUSHWICK AVENUE,GATES AVENUE,PALMETTO STREET,GATES AVENUE,PALMETTO STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,,Closed,,The Department of Sanitation cleaned the location.,06/20/2024 02:27:08 PM,04 BROOKLYN,3033400048.0,BROOKLYN,1006432.0,190880.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69057048140258,-73.92001298376563,"(40.69057048140258, -73.92001298376563)",18181.0,42.0,2.0,30.0,53.0,53.0,2024
782,61548987,06/20/2024 07:49:02 AM,06/22/2024 11:48:33 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11221.0,58 PALMETTO STREET,PALMETTO STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,PALMETTO STREET,,Closed,,The Department of Sanitation cleaned the location.,06/20/2024 02:07:04 PM,04 BROOKLYN,3033490011.0,BROOKLYN,1006545.0,190960.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69078977894152,-73.91960524773678,"(40.690789778941514, -73.91960524773678)",18181.0,42.0,2.0,30.0,53.0,53.0,2024
794,61534172,06/19/2024 05:40:00 PM,06/21/2024 12:08:43 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10304.0,DONGAN HILLS AVENUE,DONGAN HILLS AVENUE,DONGAN HILLS AVENUE,JEFFERSON STREET,DONGAN HILLS AVENUE,JEFFERSON STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,06/20/2024 12:22:09 PM,02 STATEN ISLAND,,STATEN ISLAND,956422.0,153431.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.58776511218012,-74.10019169716688,"(40.58776511218012, -74.10019169716688)",10693.0,30.0,1.0,14.0,76.0,76.0,2024
796,61539042,06/19/2024 04:16:21 PM,06/20/2024 02:59:50 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10471.0,218 WEST  262 STREET,WEST  262 STREET,HUXLEY AVENUE,SPENCER AVENUE,HUXLEY AVENUE,SPENCER AVENUE,ADDRESS,BRONX,WEST  262 STREET,,Closed,,The Department of Sanitation removed the items.,06/20/2024 07:38:40 AM,08 BRONX,2058821131.0,BRONX,1012532.0,270993.0,PHONE,Unspecified,BRONX,,,,,,,,40.91044109896356,-73.89767931386515,"(40.91044109896356, -73.89767931386515)",11609.0,48.0,5.0,40.0,33.0,33.0,2024
865,61515008,06/17/2024 04:38:27 PM,06/18/2024 03:15:47 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11230.0,EAST   16 STREET,EAST   16 STREET,I AVENUE,J AVENUE,I AVENUE,J AVENUE,BLOCKFACE,,,,Closed,,The Department of Sanitation cleaned the location.,06/18/2024 06:53:20 AM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,,2024
888,61519479,06/17/2024 09:19:06 AM,06/18/2024 03:16:00 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11230.0,960 EAST   16 STREET,EAST   16 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   16 STREET,,Closed,,The Department of Sanitation cleaned the location.,06/18/2024 06:52:39 AM,14 BROOKLYN,3067080029.0,BROOKLYN,995168.0,167454.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62629233251595,-73.96066824051991,"(40.62629233251595, -73.96066824051991)",13513.0,60.0,2.0,18.0,43.0,43.0,2024
901,61497975,06/16/2024 07:57:36 PM,06/22/2024 01:41:16 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10469.0,1164 ADEE AVENUE,ADEE AVENUE,HERING AVENUE,TENBROECK AVENUE,HERING AVENUE,TENBROECK AVENUE,ADDRESS,BRONX,ADEE AVENUE,,Closed,,The Department of Sanitation cleaned the location.,06/17/2024 03:07:19 AM,11 BRONX,2045600032.0,BRONX,1024788.0,256075.0,PHONE,Unspecified,BRONX,,,,,,,,40.86944814873348,-73.85342903875754,"(40.86944814873348, -73.85342903875754)",11607.0,59.0,5.0,2.0,32.0,32.0,2024
903,61504820,06/16/2024 06:55:38 PM,06/17/2024 01:27:31 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11378.0,60-71 60 AVENUE,60 AVENUE,60 LANE,61 STREET,60 LANE,61 STREET,ADDRESS,MASPETH,60 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,06/17/2024 10:47:52 AM,05 QUEENS,4027420002.0,QUEENS,1011023.0,200437.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7167894874036,-73.90342011819192,"(40.716789487403595, -73.90342011819192)",14788.0,54.0,3.0,34.0,62.0,62.0,2024
920,61507613,06/16/2024 01:42:34 PM,06/17/2024 02:40:18 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11209.0,250 83 STREET,83 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,83 STREET,,Closed,,The Department of Sanitation cleaned the location.,06/17/2024 12:16:34 PM,10 BROOKLYN,3060160026.0,BROOKLYN,975525.0,167342.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62598734733142,-74.03143140036192,"(40.62598734733142, -74.03143140036192)",17216.0,10.0,2.0,44.0,41.0,41.0,2024
923,61499319,06/16/2024 12:09:34 PM,06/17/2024 02:40:15 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11209.0,83 STREET,83 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,BLOCKFACE,,,,Closed,,The Department of Sanitation cleaned the location.,06/17/2024 12:22:42 PM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,,2024
939,61490905,06/16/2024 12:00:08 AM,06/18/2024 02:09:11 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11357.0,147-03 10 AVENUE,10 AVENUE,147 STREET,148 STREET,147 STREET,148 STREET,ADDRESS,WHITESTONE,10 AVENUE,,Closed,,The Department of Sanitation removed the items.,06/17/2024 05:26:34 AM,07 QUEENS,4044770001.0,QUEENS,1034104.0,227644.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.79136567516298,-73.81995707101758,"(40.79136567516298, -73.81995707101758)",14192.0,22.0,3.0,20.0,67.0,67.0,2024
974,61482842,06/14/2024 03:34:19 PM,06/15/2024 02:46:06 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11418.0,135-16 KEW GARDENS ROAD,KEW GARDENS ROAD,135 STREET,136 STREET,135 STREET,136 STREET,ADDRESS,RICHMOND HILL,KEW GARDENS ROAD,,Closed,,The Department of Sanitation removed the items.,06/15/2024 12:08:43 AM,09 QUEENS,4092850070.0,QUEENS,1034663.0,195598.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70340448522104,-73.81817851921193,"(40.703404485221036, -73.81817851921193)",24014.0,46.0,3.0,28.0,60.0,60.0,2024
1000,61469833,06/13/2024 09:32:54 PM,06/14/2024 02:41:23 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10303.0,38 POST LANE,POST LANE,RICHMOND TERRACE,COWEN PLACE,RICHMOND TERRACE,COWEN PLACE,ADDRESS,STATEN ISLAND,POST LANE,,Closed,,The Department of Sanitation removed the items.,06/14/2024 12:48:19 AM,01 STATEN ISLAND,5012530031.0,STATEN ISLAND,938623.0,172011.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63868953965705,-74.16440049342866,"(40.63868953965705, -74.16440049342866)",10371.0,4.0,1.0,13.0,75.0,75.0,2024
1031,61454668,06/12/2024 08:14:09 PM,06/13/2024 01:53:25 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11421.0,85-45 86 AVENUE,86 AVENUE,85 STREET,86 STREET,85 STREET,86 STREET,ADDRESS,WOODHAVEN,86 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,06/13/2024 05:49:29 AM,09 QUEENS,,QUEENS,1023346.0,192064.0,PHONE,Unspecified,QUEENS,,,,,,,,40.6937617299879,-73.859015283585,"(40.6937617299879, -73.859015283585)",24017.0,46.0,3.0,41.0,60.0,60.0,2024
1036,61454653,06/12/2024 05:15:25 PM,06/13/2024 01:56:19 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11418.0,101-11 86 AVENUE,86 AVENUE,101 STREET,102 STREET,101 STREET,102 STREET,ADDRESS,RICHMOND HILL,86 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,06/13/2024 05:48:52 AM,09 QUEENS,4091790033.0,QUEENS,1026778.0,192890.0,PHONE,Unspecified,QUEENS,,,,,,,,40.696013078295074,-73.84663390223174,"(40.696013078295074, -73.84663390223174)",24014.0,46.0,3.0,41.0,60.0,60.0,2024
1061,61447602,06/11/2024 05:20:52 PM,06/12/2024 02:52:58 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11373.0,ALBION AVENUE,ALBION AVENUE,ALBION AVENUE,QUEENS BOULEVARD,ALBION AVENUE,QUEENS BOULEVARD,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,06/12/2024 12:09:35 AM,04 QUEENS,,QUEENS,1015955.0,208289.0,PHONE,Unspecified,QUEENS,,,,,,,,40.73832499539998,-73.88559163684033,"(40.73832499539998, -73.88559163684033)",14784.0,66.0,3.0,5.0,68.0,68.0,2024
1077,61447603,06/11/2024 12:33:36 PM,06/12/2024 02:52:40 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11373.0,77-33 QUEENS BOULEVARD,QUEENS BOULEVARD,IRELAND STREET,ALBION AVENUE,IRELAND STREET,ALBION AVENUE,ADDRESS,ELMHURST,QUEENS BOULEVARD,,Closed,,The Department of Sanitation removed the items.,06/12/2024 12:09:05 AM,04 QUEENS,4015360101.0,QUEENS,1015792.0,208332.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.738443602472586,-73.88617962453543,"(40.738443602472586, -73.88617962453543)",14784.0,66.0,3.0,5.0,68.0,68.0,2024
1128,61436254,06/10/2024 09:36:17 AM,06/10/2024 04:13:42 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11229.0,3036 GERRITSEN AVENUE,GERRITSEN AVENUE,LOIS AVENUE,DEAD END,LOIS AVENUE,DEAD END,ADDRESS,BROOKLYN,GERRITSEN AVENUE,,Closed,,The Department of Sanitation removed the items.,06/10/2024 12:08:15 PM,15 BROOKLYN,3088451910.0,BROOKLYN,1006710.0,153309.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.587445473737255,-73.9191355980826,"(40.587445473737255, -73.9191355980826)",13512.0,32.0,2.0,8.0,36.0,36.0,2024
1135,61439095,06/10/2024 08:09:57 AM,06/11/2024 01:46:32 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11432.0,84-65 PARSONS BOULEVARD,PARSONS BOULEVARD,84 DRIVE,85 AVENUE,84 DRIVE,85 AVENUE,ADDRESS,JAMAICA,PARSONS BOULEVARD,,Closed,,The Department of Sanitation removed the items.,06/10/2024 12:16:10 PM,08 QUEENS,4097820008.0,QUEENS,1037879.0,198930.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71253110836472,-73.80655306684815,"(40.712531108364715, -73.80655306684815)",24340.0,25.0,3.0,24.0,65.0,65.0,2024
1202,61410923,06/08/2024 05:30:53 PM,06/11/2024 01:46:30 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11432.0,84-65 PARSONS BOULEVARD,PARSONS BOULEVARD,84 DRIVE,85 AVENUE,84 DRIVE,85 AVENUE,ADDRESS,JAMAICA,PARSONS BOULEVARD,,Closed,,The Department of Sanitation removed the items.,06/10/2024 12:16:03 PM,08 QUEENS,4097820008.0,QUEENS,1037879.0,198930.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71253110836472,-73.80655306684815,"(40.712531108364715, -73.80655306684815)",24340.0,25.0,3.0,24.0,65.0,65.0,2024
1211,61412939,06/08/2024 01:20:44 PM,06/28/2024 12:20:17 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10033.0,505 WEST  187 STREET,WEST  187 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  187 STREET,,Closed,,The Department of Sanitation removed the items.,06/08/2024 11:14:44 PM,12 MANHATTAN,1021590024.0,MANHATTAN,1004051.0,249687.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85198589447398,-73.92842546176509,"(40.85198589447398, -73.92842546176509)",13098.0,47.0,4.0,39.0,22.0,22.0,2024
1241,61406868,06/07/2024 01:55:05 PM,06/11/2024 01:05:04 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,ROSSVILLE AVENUE,ROSSVILLE AVENUE,BALSAM PLACE,SELKIRK STREET,BALSAM PLACE,SELKIRK STREET,BLOCKFACE,,,,Closed,,The Department of Sanitation cleaned the location.,06/08/2024 11:45:06 AM,Unspecified STATEN ISLAND,,STATEN ISLAND,,,PHONE,Unspecified,STATEN ISLAND,,,,,,,,,,,,,,,,,2024
1302,61387779,06/05/2024 12:09:33 PM,06/07/2024 12:26:00 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,179 PEMBROOK LOOP,PEMBROOK LOOP,BEND,BLOOMINGDALE ROAD,BEND,BLOOMINGDALE ROAD,ADDRESS,STATEN ISLAND,PEMBROOK LOOP,,Closed,,The Department of Sanitation cleaned the location.,06/05/2024 11:44:37 AM,03 STATEN ISLAND,5073170300.0,STATEN ISLAND,923270.0,134347.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.53521730521315,-74.2193794380702,"(40.53521730521315, -74.2193794380702)",10696.0,15.0,1.0,9.0,77.0,77.0,2024
1311,61383380,06/05/2024 06:22:57 AM,06/07/2024 12:25:58 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,179 PEMBROOK LOOP,PEMBROOK LOOP,BEND,BLOOMINGDALE ROAD,BEND,BLOOMINGDALE ROAD,ADDRESS,STATEN ISLAND,PEMBROOK LOOP,,Closed,,The Department of Sanitation cleaned the location.,06/05/2024 11:44:37 AM,03 STATEN ISLAND,5073170300.0,STATEN ISLAND,923270.0,134347.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.53521730521315,-74.2193794380702,"(40.53521730521315, -74.2193794380702)",10696.0,15.0,1.0,9.0,77.0,77.0,2024
1320,61365837,06/04/2024 06:59:42 PM,06/07/2024 11:19:46 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,181 PEMBROOK LOOP,PEMBROOK LOOP,BEND,BLOOMINGDALE ROAD,BEND,BLOOMINGDALE ROAD,ADDRESS,STATEN ISLAND,PEMBROOK LOOP,,Closed,,The Department of Sanitation cleaned the location.,06/05/2024 11:46:04 AM,03 STATEN ISLAND,5073170301.0,STATEN ISLAND,923282.0,134348.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.53522013249908,-74.21933627649354,"(40.53522013249908, -74.21933627649354)",10696.0,15.0,1.0,9.0,77.0,77.0,2024
1325,61370138,06/04/2024 05:25:10 PM,06/05/2024 03:30:20 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11422.0,136-18 244 STREET,244 STREET,136 AVENUE,136 ROAD,136 AVENUE,136 ROAD,ADDRESS,ROSEDALE,244 STREET,,Closed,,The Department of Sanitation cleaned the location.,06/05/2024 09:53:58 AM,13 QUEENS,4132400039.0,QUEENS,1058525.0,183251.0,PHONE,Unspecified,QUEENS,,,,,,,,40.6693468361026,-73.73225346674768,"(40.6693468361026, -73.73225346674768)",24018.0,63.0,3.0,47.0,63.0,63.0,2024
1326,61367248,06/04/2024 04:14:57 PM,06/07/2024 12:26:01 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,179 PEMBROOK LOOP,PEMBROOK LOOP,BEND,BLOOMINGDALE ROAD,BEND,BLOOMINGDALE ROAD,ADDRESS,STATEN ISLAND,PEMBROOK LOOP,,Closed,,The Department of Sanitation cleaned the location.,06/05/2024 11:44:37 AM,03 STATEN ISLAND,5073170300.0,STATEN ISLAND,923270.0,134347.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.53521730521315,-74.2193794380702,"(40.53521730521315, -74.2193794380702)",10696.0,15.0,1.0,9.0,77.0,77.0,2024
1347,61375980,06/04/2024 06:09:20 AM,06/07/2024 12:25:57 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,179 PEMBROOK LOOP,PEMBROOK LOOP,BEND,BLOOMINGDALE ROAD,BEND,BLOOMINGDALE ROAD,ADDRESS,STATEN ISLAND,PEMBROOK LOOP,,Closed,,The Department of Sanitation cleaned the location.,06/05/2024 11:44:37 AM,03 STATEN ISLAND,5073170300.0,STATEN ISLAND,923270.0,134347.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.53521730521315,-74.2193794380702,"(40.53521730521315, -74.2193794380702)",10696.0,15.0,1.0,9.0,77.0,77.0,2024
1382,61348135,06/02/2024 06:07:22 PM,06/04/2024 12:26:53 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11432.0,83-21 168 PLACE,168 PLACE,GRAND CENTRAL PARKWAY,84 AVENUE,GRAND CENTRAL PARKWAY,84 AVENUE,ADDRESS,JAMAICA,168 PLACE,,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/04/2024 12:26:53 PM,08 QUEENS,4098720017.0,QUEENS,1040574.0,200303.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7162829092851,-73.79682039017183,"(40.7162829092851, -73.79682039017183)",24340.0,25.0,3.0,24.0,65.0,65.0,2024
1501,61318632,05/30/2024 05:30:14 PM,06/12/2024 02:30:58 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10029.0,1158 5 AVENUE,5 AVENUE,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,5 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,05/31/2024 01:24:33 PM,11 MANHATTAN,1016020069.0,MANHATTAN,996713.0,226498.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.78835204804496,-73.9549931404601,"(40.78835204804496, -73.9549931404601)",12426.0,7.0,4.0,51.0,14.0,14.0,2024
1511,61317281,05/30/2024 08:00:43 AM,05/30/2024 08:01:59 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10000.0,97 97 ST TRANSVERSE,97 ST TRANSVERSE,BRIDLE PATH,BRIDLE PATH,BRIDLE PATH,BRIDLE PATH,ADDRESS,NEW YORK,97 ST TRANSVERSE,,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/30/2024 08:01:59 AM,64 MANHATTAN,,MANHATTAN,995858.0,227017.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78977772799572,-73.9580798515606,"(40.78977772799572, -73.9580798515606)",,19.0,4.0,19.0,13.0,13.0,2024
1525,61305175,05/29/2024 02:20:46 PM,05/31/2024 11:01:00 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10469.0,DEWITT PLACE,DEWITT PLACE,DEWITT PLACE,STEDMAN PLACE,DEWITT PLACE,STEDMAN PLACE,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,05/30/2024 04:16:03 AM,11 BRONX,,BRONX,1025920.0,255014.0,PHONE,Unspecified,BRONX,,,,,,,,40.86653075989377,-73.84934273595393,"(40.86653075989377, -73.84934273595393)",11607.0,59.0,5.0,12.0,32.0,32.0,2024
1558,61295603,05/28/2024 07:34:03 PM,05/29/2024 03:57:28 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11358.0,195-12 45 AVENUE,45 AVENUE,195 STREET,196 STREET,195 STREET,196 STREET,ADDRESS,FLUSHING,45 AVENUE,,Closed,,The Department of Sanitation removed the items.,05/29/2024 04:36:13 AM,11 QUEENS,4055370075.0,QUEENS,1043491.0,214741.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.7558924838238,-73.78617069460225,"(40.7558924838238, -73.78617069460225)",14193.0,26.0,3.0,20.0,69.0,69.0,2024
1559,61288240,05/28/2024 07:33:43 PM,05/29/2024 03:57:27 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11358.0,195-12 45 AVENUE,45 AVENUE,195 STREET,196 STREET,195 STREET,196 STREET,ADDRESS,FLUSHING,45 AVENUE,,Closed,,The Department of Sanitation removed the items.,05/29/2024 04:36:11 AM,11 QUEENS,4055370075.0,QUEENS,1043491.0,214741.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7558924838238,-73.78617069460225,"(40.7558924838238, -73.78617069460225)",14193.0,26.0,3.0,20.0,69.0,69.0,2024
1711,61253880,05/24/2024 06:33:40 PM,05/29/2024 03:55:06 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11362.0,64-03 251 STREET,251 STREET,64 AVENUE,CULLMAN AVENUE,64 AVENUE,CULLMAN AVENUE,ADDRESS,LITTLE NECK,251 STREET,,Closed,,The Department of Sanitation removed the items.,05/25/2024 04:29:56 AM,11 QUEENS,4083730056.0,QUEENS,1059996.0,214435.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75492660661627,-73.72659999113417,"(40.75492660661627, -73.72659999113417)",14197.0,26.0,3.0,16.0,69.0,69.0,2024
1738,61259303,05/24/2024 08:16:17 AM,05/25/2024 02:28:55 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11214.0,8638 25 AVENUE,25 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,25 AVENUE,,Closed,,The Department of Sanitation removed the items.,05/25/2024 10:07:49 AM,11 BROOKLYN,3068660059.0,BROOKLYN,987575.0,156829.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.5971349989082,-73.98802702062915,"(40.5971349989082, -73.98802702062915)",17616.0,1.0,2.0,45.0,37.0,37.0,2024
1743,61260666,05/24/2024 07:03:24 AM,05/24/2024 12:49:54 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11377.0,39-67 65 STREET,65 STREET,65 PLACE,WOODSIDE AVENUE,65 PLACE,WOODSIDE AVENUE,ADDRESS,WOODSIDE,65 STREET,,Closed,,The Department of Sanitation removed the items.,05/24/2024 10:10:15 AM,02 QUEENS,4012970001.0,QUEENS,1012183.0,210954.0,PHONE,Unspecified,QUEENS,,,,,,,,40.745652469116095,-73.89919192254347,"(40.745652469116095, -73.89919192254347)",14787.0,53.0,3.0,33.0,66.0,66.0,2024
1808,61239445,05/22/2024 11:31:36 AM,05/24/2024 01:02:59 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10304.0,985 TODT HILL ROAD,TODT HILL ROAD,WINDY HOLLOW WAY,VALLEY ROAD,WINDY HOLLOW WAY,VALLEY ROAD,ADDRESS,STATEN ISLAND,TODT HILL ROAD,,Closed,,The Department of Sanitation removed the items.,05/24/2024 05:40:00 AM,02 STATEN ISLAND,5008980103.0,STATEN ISLAND,953589.0,152995.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.58655903324507,-74.1103896180245,"(40.58655903324507, -74.1103896180245)",10691.0,30.0,1.0,14.0,76.0,76.0,2024
1872,61225834,05/21/2024 04:47:18 AM,05/21/2024 07:28:36 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11378.0,55 DRIVE,55 DRIVE,55 DRIVE,64 STREET,55 DRIVE,64 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,05/21/2024 11:25:34 AM,05 QUEENS,,QUEENS,1011474.0,203646.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72559603613838,-73.90178021984359,"(40.72559603613838, -73.90178021984359)",14788.0,54.0,3.0,34.0,62.0,62.0,2024
1896,61210837,05/20/2024 03:09:37 PM,05/21/2024 02:37:32 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10302.0,1566 FOREST AVENUE,FOREST AVENUE,MARIANNE STREET,CRYSTAL AVENUE,MARIANNE STREET,CRYSTAL AVENUE,ADDRESS,STATEN ISLAND,FOREST AVENUE,,Closed,,The Department of Sanitation removed the items.,05/20/2024 04:13:48 PM,01 STATEN ISLAND,5014350064.0,STATEN ISLAND,945175.0,166839.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.62452484041589,-74.14076281479772,"(40.62452484041589, -74.14076281479772)",10370.0,4.0,1.0,14.0,75.0,75.0,2024
